work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP18219/2025-2026/137962-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast Light Vipin mantri ke makan ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
WS/MP585/2026-2027/193654-Purchase of non-conventional energy system and devices for community use,Gujarat,GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,Normal/Others,"Solar Roof top fitting at Prakash Vidyalay, Rakhiyal Village",2025-04-22,2026-08-01,400000.0,466,Sanction,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 466 days.
WS/MP18219/2025-2026/137964-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast light Manohar singh ke ghar ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
WS/MP18091/2025-2026/160510-Construction of rooms and halls in school and colleges,Karnataka,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Normal/Others,Continued work of Gonikoppa High School Auditorium.,2024-12-21,2026-01-14,400000.0,389,Work partially Completed,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18091/2026-2027/160601-Construction of community centers and community halls,Karnataka,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Normal/Others,Construction of Kendra Kodava Samaja.,2024-12-21,2026-05-13,500000.0,508,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 508 days.
WS/MP18219/2025-2026/137969-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast Light BSNL tower ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
WS/MP640/2026-2027/163766-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,DINDORI(District Collector Dindori_IDA),Faggan Singh Kulaste,MANDLA(ST),Normal/Others,Auditorium  hall collectrate  parisar me atirikt kaksha ka nirman,2025-01-06,2026-04-10,1000000.0,459,Vendor Identification,33.0,15.0,100.0,0.0,15.0,13.2,2.25,15.0,0.0,2.25,32.7,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 459 days.
WS/MP18152/2024-2025/137615-Construction of community centers and community halls,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of SC Dharamshala,2024-08-29,2024-12-10,500000.0,103,Physical Inspection,16.5,15.0,45.0,100.00000000000003,15.0,6.6,2.25,6.75,15.0,2.25,32.85,100.00000000000003,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18136/2026-2027/195303-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),AMAR SHARADRAO KALE,WARDHA,Normal/Others,"Construction of cement road from Mr. Balchandra Jawalkar to Mr. Manohar Raut house in Mouja Taroda, Taluka Karanja Gha.District Wardha",2025-04-29,2026-07-09,699972.0,436,Sanction,32.9,15.0,100.0,0.0,15.0,13.16,2.25,15.0,0.0,2.25,32.66,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 436 days.
"WS/MP18375/2025-2026/187735-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,RAISEN(DISTRICT COLLECTOR RAISEN_IDA),SHIVRAJ SINGH CHOUHAN,VIDISHA,Normal/Others,CC road,2025-03-29,2025-07-11,250000.0,104,Vendor Identification,16.1,15.0,45.0,100.0,15.0,6.44,2.25,6.75,15.0,2.25,32.69,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18219/2025-2026/137965-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast Light Bhuiya rani mandir ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
"WS/MP18335/2024-2025/152963-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,CC road Construction Work,2024-11-17,2025-03-27,793554.0,130,Physical Inspection,16.4,15.0,45.0,100.0,15.0,6.56,2.25,6.75,15.0,2.25,32.81,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP380/2025-2026/192935-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),Normal/Others,FOR STREET AND DRAINS,2025-04-21,2025-05-19,500000.0,28,Work partially Completed,27.3,15.0,15.0,100.00000000000003,15.0,10.92,2.25,2.25,15.0,2.25,32.67,100.00000000000003,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18305/2026-2027/182623-Construction of footpaths and pedestrian ways,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Normal/Others,Construction of Ookkath Chembattichola pathway,2025-03-17,2026-07-13,800000.0,483,Sanction,33.2,15.0,100.0,0.0,15.0,13.28,2.25,15.0,0.0,2.25,32.78,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 483 days.
WS/MP18356/2026-2027/169972-Construction of community centers and community halls,Karnataka,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,Normal/Others,Construction of community hall near Shri Renuka Devi temple at Diggewadi of Raibag taluka,2025-01-29,2026-06-30,500000.0,517,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 517 days.
WS/MP642/2026-2027/197125-Improvement of electricity distribution infrastructure,Madhya Pradesh,SATNA(DISTRICT COLLECTOR SATNA_IDA),Ganesh Singh,SATNA,Normal/Others,Gram Podi garada me Toshan singh ke pump ke pas Line septing,2025-05-15,2026-07-07,65000.0,418,Vendor Identification,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 418 days.
"WS/MP18263/2025-2026/177500-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,Normal/Others,"Udupi District, Brahmavar Taluk, Heroor Gram Panchayat, Shri Mahalingeshwara Temple front roadside drainage construction",2025-02-25,2026-03-21,250000.0,389,Work Completed,33.0,15.0,100.0,0.0,15.0,13.2,2.25,15.0,0.0,2.25,32.7,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP642/2026-2027/197129-Improvement of electricity distribution infrastructure,Madhya Pradesh,SATNA(DISTRICT COLLECTOR SATNA_IDA),Ganesh Singh,SATNA,Normal/Others,Gram Lohraura me Gaushala  ke pump ke pas  Viddutykaran,2025-05-15,2026-07-07,77000.0,418,Vendor Identification,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 418 days.
WS/MP642/2026-2027/197133-Improvement of electricity distribution infrastructure,Madhya Pradesh,SATNA(DISTRICT COLLECTOR SATNA_IDA),Ganesh Singh,SATNA,Normal/Others,Gram Pipri Bahadur lal singh ke pump ke pas  Viddutykaran,2025-05-15,2026-07-07,74000.0,418,Vendor Identification,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 418 days.
"WS/MP577/2026-2027/140720-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dhanpur game bor chokadii faliya ma samuhik sinchai kuvanu kam,2024-09-20,2026-06-30,300000.0,648,Sanction,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 648 days.
WS/MP18356/2026-2027/169966-Construction of community centers and community halls,Karnataka,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,Normal/Others,Construction of Samudaya Bhavan Stage 2 near Basaveshwar temple at Gavanal village of Hukkeri taluka,2025-01-29,2026-06-29,500000.0,516,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 516 days.
WS/MP577/2026-2027/146161-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,Umariya game narsury road faliyama samuhik sinchai kuvanu kam,2024-10-09,2026-06-30,300000.0,629,Sanction,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 629 days.
WS/MP541/2025-2026/153674-Street lights,Assam,MARIGAON(District Development Commissioner Morigaon),Pradyut Bordoloi,NOWGONG,Normal/Others,Installation of 10 nos. of Solar Light at Charan Beel water  sports facilities park.,2024-11-21,2025-11-25,260000.0,369,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 369 days.
WS/MP18219/2025-2026/137971-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast Light Ram janki mandir ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
WS/MP18219/2025-2026/137966-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,High Mast Light Mandir ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days.
WS/MP643/2024-2025/146340-Installing tube-wells and borewells,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,nalkup khanan at various wards khandwa,2024-10-08,2025-02-19,300000.0,134,Vendor Identification,16.3,15.0,45.0,100.0,15.0,6.52,2.25,6.75,15.0,2.25,32.769999999999996,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18091/2025-2026/160547-Construction of community centers and community halls,Karnataka,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Normal/Others,Construction of Sastavu Community hall,2024-12-21,2026-02-12,400000.0,418,Work partially Completed,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 418 days.
WS/MP479/2025-2026/190885-Street lights,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),Normal/Others,Installation of Solar Street Light,2025-04-12,2025-08-27,1206384.0,137,Physical Inspection,16.1,15.0,45.0,100.0,15.0,6.44,2.25,6.75,15.0,2.25,32.69,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141163-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Purchase of mobile steel water tanker,2024-09-16,2025-01-20,200000.0,126,Physical Inspection,16.4,15.0,45.0,100.00000000000003,15.0,6.56,2.25,6.75,15.0,2.25,32.81,100.00000000000003,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18088/2026-2027/162274-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA),M. MALLESH BABU,KOLAR(SC),Normal/Others,Construction of CC road from T.Byanna house to Ramaswamy Temple.,2025-01-07,2026-04-21,300000.0,469,Work partially Completed,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 469 days.
WS/MP18024/2026-2027/180695-Construction of boundary walls of existing public and community buildings,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Constriction of Potiia Gaon Bor-Namghar Boundary wall, Potia Gaon, 35 No. GP",2025-03-10,2026-06-20,200000.0,467,Sanction,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 467 days.
"WS/MP18094/2026-2027/164581-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Normal/Others,Formation of road at Bacholli village near Mashekar Patnalli Kolekar in Khanapura Taluka,2025-01-09,2026-04-16,500000.0,462,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 462 days.
"WS/MP18094/2026-2027/164583-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Normal/Others,Construction of SC Colony CC road From  Mallappa Kalkar house in Kodachavada grama Panchayata .,2025-01-09,2026-04-16,500000.0,462,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 462 days.
WS/MP453/2025-2026/153906-Construction of culverts and bridges,Odisha,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),Saptagiri Sankar Ulaka,KORAPUT(ST),Normal/Others,Construction of Culvert at Muliaguda of Hanumantpur GP under Chandrapur Block,2024-11-22,2026-01-13,200000.0,417,Physical Inspection,33.2,15.0,100.0,0.0,15.0,13.28,2.25,15.0,0.0,2.25,32.78,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 417 days.
WS/MP18117/2025-2026/164391-Construction of community centers and community halls,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),BACHHAV SHOBHA DINESH,DHULE,Normal/Others,Construction of Assembly Hall Ward no. 17 survey no. 532,2025-01-13,2026-02-27,1500000.0,410,Sanction,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 410 days.
WS/MP18117/2025-2026/164395-Development of public parks,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),BACHHAV SHOBHA DINESH,DHULE,Normal/Others,"Installation of Open Gym, Paver Block (Jogging Track), Highmast at Sultania colony in Ward No.19",2025-01-13,2026-03-18,1500000.0,429,Sanction,33.1,15.0,100.0,0.0,15.0,13.24,2.25,15.0,0.0,2.25,32.74,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 429 days.
WS/MP18193/2026-2027/188612-Installing tube-wells and borewells,Telangana,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,Normal/Others,"Drilling of Borewell with motor near Nallapochamma  Temple Kaman, Indira Nehru Nagar, Gouthamnagar, Division No. 141, Malkajgiri CIrcle-28, Secunderabad Zone",2025-04-01,2026-04-15,350000.0,379,Vendor Identification,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 379 days.
"WS/MP18160/2025-2026/192383-Purchase of smart boards, visual display units and projectors",Rajasthan,Balotra(DISTRICT COLLECTOR Balotra_IDA),UMMEDA RAM BENIWAL,BARMER,Normal/Others,AS PER ATTECHMENT,2025-05-12,2025-07-29,600000.0,78,Work Completed,27.7,15.0,15.0,100.0,15.0,11.08,2.25,2.25,15.0,2.25,32.83,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP761/2026-2027/192337-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,"Construction of community hall in SC wada at ward no 3, Mallapur (V)",2025-05-16,2026-05-18,300000.0,367,Work partially Completed,33.3,15.0,100.0,0.0,15.0,13.32,2.25,15.0,0.0,2.25,32.82,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 367 days.
WS/MP394/2025-2026/136039-Construction of community centers and community halls,Tamil Nadu,KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),Shri vijayakumar Vasanth,KANNIYAKUMARI,Normal/Others,ilanjirai pds shop,2024-08-17,2025-09-03,1000000.0,382,Work Completed,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 382 days.
WS/MP251/2026-2027/183499-Construction of rooms and halls in school and colleges,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Prof Sougata Ray,DUM DUM,Normal/Others,"Construction of roof shed at Belgharia Jatiya Vidyaniketan for Girls, Mahusudan Banerjee Rd, Kol 83 under Kamarhati Muni",2025-05-16,2026-06-23,500000.0,403,Sanction,33.2,15.0,100.0,0.0,15.0,13.28,2.25,15.0,0.0,2.25,32.78,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 403 days.
WS/MP18117/2026-2027/164505-Construction of community centers and community halls,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),BACHHAV SHOBHA DINESH,DHULE,Normal/Others,Construction of assembly hall at nandale bk. Tal.dist. Dhule.,2025-01-13,2026-06-30,1000000.0,533,Sanction,33.4,15.0,100.0,0.0,15.0,13.36,2.25,15.0,0.0,2.25,32.86,100.0,73.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 533 days.
WS/MP18358/2025-2026/195848-Construction of community centers and community halls,Odisha,GANJAM(DISTRICT COLLECTOR GANJAM_IDA),ANITA SUBHADARSHINI,ASKA,Normal/Others,Construction of Kalyan Mandap,2025-05-01,2025-07-14,300000.0,74,Sanction,27.8,15.0,15.0,100.00000000000003,15.0,11.12,2.25,2.25,15.0,2.25,32.87,100.00000000000003,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18087/2025-2026/189859-Construction of buildings for community cultural activities,Karnataka,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),BASAVARAJ BOMMAI,HAVERI,Normal/Others,MARUTI SABHA BHAVAN,2025-04-07,2025-06-18,50000.0,72,Vendor Identification,27.7,15.0,15.0,100.0,15.0,11.08,2.25,2.25,15.0,2.25,32.83,100.0,73.1,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18114/2025-2026/157541-Construction of community centers and community halls,Maharashtra,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,Normal/Others,Construction of Sabhamandap on Gram Panchayat land near Sri Kshetra Laxman Baba Puri Temple.,2024-12-09,2026-01-29,1000000.0,416,Work Completed,32.5,15.0,100.0,0.0,15.0,13.0,2.25,15.0,0.0,2.25,32.5,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 416 days.
